st_rad,st_raerr,st_disterr1,st_masserr2,st_teffn,st_distn,pl_orbinclerr2,pl_bmassprov,pl_ttvflag,pl_orbeccenn,st_disterr2,ra_str,st_raderr2,pl_discmethod,pl_orbincllim,gaia_gmaglim,pl_bmassjlim,pl_orbperlim,pl_denslim,pl_bmassj,pl_orbsmaxlim,pl_dens,pl_denserr2,pl_radjlim,st_tefferr2,gaia_gmagerr,pl_orbsmaxerr1,st_tefflim,st_radn,pl_orbpererr1,pl_orbpererr2,pl_orbper,pl_orbeccenlim,rowupdate,pl_radj,pl_radn,pl_orbeccen,pl_orbsmaxerr2,pl_bmassn,pl_orbincl,st_decerr,st_posn,pl_letter,pl_hostname,pl_orbeccenerr2,pl_radjerr1,st_teff,pl_bmassjerr1,st_radlim,pl_orbincln,pl_orbinclerr1,pl_kepflag,pl_orbeccenerr1,st_massn,st_masslim,ra,dec_str,st_raderr1,st_optmaglim,pl_orbsmaxn,st_optmag,pl_pnum,st_dist,pl_nnotes,gaia_gmag,pl_orbsmax,pl_facility,st_optband,st_masserr1,pl_bmassjerr2,pl_controvflag,st_tefferr1,pl_densn,st_mass,st_distlim,pl_k2flag,st_optmagerr,pl_name,pl_orbpern,pl_radjerr2,dec,pl_denserr1
49.00,,,-1.50,,,,Msini,,,,,-26.00,,,,0,0,0,21.42000,0,21.100000,,0,-10.00,,,0,,2.01000000,-2.01000000,379.63000000,0,,1.080,,0.150000,,,,,,b,,-0.030000,,4137.00,,0,,,,0.030000,,0,154.1867820,,26.00,,,,,,0,,1.450000,,,1.50,,,10.00,,2.80,,,,BD+20 2457 b,,,19.8912626,
49.00,,,-1.50,,,,Msini,,,,,-26.00,,,,0,0,0,12.47000,0,11.400000,,0,-10.00,,,0,,10.20000000,-10.20000000,621.99000000,0,,1.100,,0.180000,,,,,,c,,-0.060000,,4137.00,,0,,,,0.060000,,0,154.1867820,,26.00,,,,,,0,,2.010000,,,1.50,,,10.00,,2.80,,,,BD+20 2457 c,,,19.8912626,
17.30,,,-0.20,,,,Msini,,,,,-0.90,,,,0,0,0,4.20000,0,3.340000,,0,-10.00,,,0,,5.40000000,-5.40000000,578.20000000,0,,1.160,,0.210000,,,,,,b,,-0.060000,,4296.00,,0,,,,0.060000,,0,25.9203179,,0.90,,,,,,0,,1.300000,,,0.20,,,10.00,,0.80,,,,BD+20 274 b,,,21.0052692,
1.08,,,-0.40,,,-0.160,Mass,,,,,-0.06,,0,,0,0,0,0.07000,0,7.890000,-3.100000,0,-99.00,,0.019000,0,,0.00300000,-0.00300000,41.68550000,0,,0.230,,0.000000,-0.017000,,89.550,,,b,,,0.010,5766.00,0.03000,0,,0.160,,,,0,53.6511231,,0.06,,,,,,1,,0.241000,,,0.40,-0.03000,,99.00,,1.67,,,,BD+20 594 b,,-0.010,20.5990205,3.400000
0.81,,,-0.07,,,,Msini,,,,,-0.04,,-1,,0,0,0,1.36000,0,0.944000,,0,-50.00,,0.040000,0,,1.47000000,-1.47000000,307.88000000,0,,1.210,,0.120000,-0.040000,,2.579,,,b,,-0.060000,,5004.00,0.12000,0,,,,0.060000,,0,32.9470485,,0.04,,,,,,0,,0.830000,,,0.07,-0.12000,,50.00,,0.81,,,,BD+45 564 b,,,45.9242187,
11.00,,,-0.39,,,,Msini,,,,,-1.00,,,,0,0,0,0.91000,0,0.592000,,0,-15.00,,,0,,5.50000000,-5.50000000,392.60000000,0,,1.240,,0.200000,,,,,,b,,-0.100000,,4414.00,,0,,,,0.100000,,0,40.7102869,,1.00,,,,,,0,,1.000000,,,0.39,,,15.00,,0.74,,,,BD+48 738 b,,,49.5869395,
10.33,,,-0.16,,,,Msini,,,,,-1.81,,,,0,0,0,1.70000,0,1.210000,,0,-8.00,,0.100000,0,,5.00000000,-8.00000000,733.00000000,0,,1.200,,0.760000,-0.100000,,,,,b,,-0.090000,,4534.00,0.70000,0,,,,0.050000,,0,40.7425426,,1.81,,,,,,0,,1.700000,,,0.16,-0.70000,,8.00,,1.09,,,,BD+48 740 b,,,48.9300579,
7.60,,,-0.22,,,,Msini,,,,,-1.30,,,,0,0,0,1.60000,0,1.140000,,0,-30.00,,0.320000,0,,300.00000000,-180.00000000,2590.00000000,0,,1.210,,0.350000,-0.200000,,,,,b,,-0.100000,,4943.00,0.40000,0,,,,0.240000,,0,45.6406187,,1.30,,,,,,1,,4.200000,,,0.22,-0.20000,,30.00,,1.52,,,,BD+49 828 b,,,49.7299481,
0.90,,,-0.10,,,,Msini,,,,,-0.04,,-1,,0,0,0,0.72000,0,0.458000,,0,-78.00,,0.050000,0,,1.04000000,-1.04000000,265.59000000,0,,1.250,,0.270000,-0.050000,,0.601,,,b,,-0.060000,,5012.00,0.08000,0,,,,0.060000,,0,23.9636676,,0.06,,,,,,0,,0.780000,,,0.10,-0.08000,,78.00,,0.91,,,,BD+55 362 b,,,56.6982282,
0.80,,,,,,,Mass,,,,,-0.05,,,,0,,0,15.00000,0,8.270000,,0,-124.00,,,0,,,,,,,1.310,,,,,,,,b,,,0.060,4993.00,5.00000,0,,,,,,0,190.8875453,,0.05,,,,,,2,,1662.000000,,,,-5.00000,,124.00,,1.00,,,,BD+60 1417 b,,-0.060,60.0143636,
0.80,,,-0.08,,,,Mass,,,,,-0.06,,-1,,0,0,0,10.40000,0,9.530000,,0,-53.00,,0.140000,0,,60.79000000,-60.79000000,1198.48000000,0,,1.110,,0.880000,-0.140000,,5.974,,,b,,-0.020000,,5000.00,1.30000,0,,,,0.020000,,0,271.3979337,,0.04,,,,,,0,,2.060000,,,0.08,-1.10000,,53.00,,0.82,,,,BD+63 1405 b,,,63.6700064,
0.84,,,-0.10,,,,Msini,,,,,-0.04,,-1,,0,0,0,25.05000,0,25.300000,,0,-112.00,,0.110000,0,,0.74000000,-0.74000000,723.20000000,0,,1.070,,0.390000,-0.110000,,13.310,,,b,,-0.010000,,5040.00,2.23000,0,,,,0.010000,,0,347.7108441,,0.04,,,,,,0,,1.480000,,,0.10,-2.23000,,112.00,,0.81,,,,BD-00 4475 b,,,0.4085612,
0.69,,,,,,,Msini,,,,,-0.07,,,,0,0,0,0.02700,0,2.020000,,0,-100.00,,0.000700,0,,0.00040000,-0.00040000,3.87280000,0,,0.254,,0.000000,-0.000700,,,,,b,,,,4324.00,0.00400,0,,,,,,0,88.2511811,,0.06,,,,,,1,,0.042800,,,,-0.00400,,100.00,,0.70,,,,BD-06 1339 b,,,-5.9963378,
0.69,,,,,,,Msini,,,,,-0.07,,,,0,0,0,0.17000,0,0.495000,,0,-100.00,,0.007000,0,,0.44000000,-0.44000000,125.94000000,0,,0.747,,0.310000,-0.007000,,,,,c,,-0.110000,,4324.00,0.03000,0,,,,0.110000,,0,88.2511811,,0.06,,,,,,0,,0.435000,,,,-0.03000,,100.00,,0.70,,,,BD-06 1339 c,,,-5.9963378,
0.71,,,-0.26,,,,Msini,,,,,-0.04,,,,0,0,0,0.04000,0,1.480000,,0,-114.00,,0.000000,0,,0.02000000,-0.02000000,5.60000000,0,,0.322,,0.150000,0.000000,,,,,b,,-0.150000,,4816.00,0.01000,0,,,,0.150000,,0,150.1971964,,0.04,,,,,,0,,0.060000,,,0.26,-0.01000,,114.00,,0.50,,,,BD-08 2823 b,,,-9.5165689,
0.72,,,-0.07,,,,Msini,,,,,-0.02,,,,0,0,0,0.33000,0,0.293000,,0,-63.00,,0.020000,0,,1.50000000,-1.50000000,237.60000000,0,,1.110,,0.190000,-0.020000,,,,,c,,-0.090000,,4746.00,0.03000,0,,,,0.090000,,0,150.1971964,,0.02,,,,,,0,,0.680000,,,0.07,-0.03000,,63.00,,0.74,,,,BD-08 2823 c,,,-9.5165689,
0.91,,,-0.24,,,,Msini,,,,,-0.04,,,,0,0,0,0.59000,0,0.368000,,0,-44.00,,0.000000,0,,0.00011000,-0.00011000,3.48777000,0,,1.260,,0.020000,0.000000,,,,,b,,-0.020000,,5393.00,0.07000,0,,,,0.020000,,0,164.6191243,,0.04,,,,,,1,,0.040000,,,0.24,-0.07000,,44.00,,1.47,,,,BD-10 3166 b,,,-10.7704227,
0.64,,,-0.03,,,,Msini,,,,,-0.02,,,,0,0,0,0.65000,0,0.405000,,0,-110.00,,0.040000,0,,13.00000000,-14.00000000,1634.00000000,0,,1.250,,0.050000,-0.040000,,,,,b,,-0.030000,,4550.00,0.05000,0,,,,0.050000,,0,278.3688659,,0.02,,,,,,0,,2.360000,,,0.03,-0.06000,,110.00,,0.65,,,,BD-11 4672 b,,,-11.6370481,
0.64,,,-0.03,,,,Msini,,,,,-0.02,,,,0,0,0,0.04836,0,1.280000,,0,-110.00,,0.010000,0,,0.06000000,-0.08000000,74.20000000,0,,0.360,,0.400000,-0.010000,,,,,c,,-0.150000,,4550.00,0.00934,0,,,,0.130000,,0,278.3688659,,0.02,,,,,,0,,0.300000,,,0.03,-0.00884,,110.00,,0.65,,,,BD-11 4672 c,,,-11.6370481,
19.17,,,-1.47,,,,Msini,,,,,-4.96,,,,0,0,0,9.78000,0,8.750000,,0,-71.00,,0.120000,0,,5.30000000,-5.30000000,714.29999000,0,,1.110,,0.210000,-0.120000,,,,,b,,-0.070000,,4545.00,4.56000,0,,,,0.070000,,0,114.2884692,,4.96,,,,,,0,,1.660000,,,1.47,-4.56000,,71.00,,2.12,,,,BD-13 2130 b,,,-13.9066703,
0.69,,,-0.03,,,,Msini,,,,,,,,,0,0,0,5.10000,0,4.250000,,0,-93.00,,0.020000,0,,0.60000000,-0.60000000,655.60000000,0,,1.150,,0.540000,-0.020000,,,,,b,,-0.005000,,4714.00,0.12000,0,,,,0.005000,,0,7.1413494,,,,,,,,0,,1.340000,,,0.03,-0.12000,,93.00,,0.74,,,,BD-17 63 b,,,-16.2273254,
0.75,,,-0.02,,,,Msini,,,,,-0.09,,,,0,0,0,0.70000,0,0.429000,,0,-239.00,,0.060000,0,,56.00000000,-48.00000000,1891.00000000,0,,1.250,,0.100000,-0.050000,,,,,b,,-0.100000,,4051.00,0.10000,0,,,,0.100000,,0,33.3024198,,0.09,,,,,,0,,2.630000,,,0.02,-0.10000,,239.00,,0.68,,,,BD-210397 b,,,-21.1962147,
0.75,,,-0.01,,,-4.000,Mass,,,,,-0.09,,0,,0,0,0,4.80000,0,3.910000,,0,-239.00,,0.100000,0,,151.00000000,-156.00000000,6240.00000000,0,,1.150,,0.430000,-0.100000,,33.000,,,c,,-0.050000,,4051.00,0.60000,0,,5.000,,0.050000,,0,33.3024198,,0.09,,,,,,2,,5.900000,,,0.01,-0.60000,,239.00,,0.69,,,,BD-210397 c,,,-21.1962147,
0.17,,,-0.01,,,-0.280,Msini,,,,,-0.01,,1,,0,0,0,0.01243,0,3.600000,,0,-51.00,,0.001300,0,,0.00012000,-0.00012000,2.29070000,,,0.162,,,-0.001300,,87.480,,,b,,,,3130.00,0.00132,0,,0.250,,,,0,48.3530155,,0.01,,,,,,,,0.018500,,,0.01,-0.00135,,51.00,,0.16,,,,CD Cet b,,,4.7751881,
,,,-0.01,,,,Mass,,,,,,,,,0,0,0,10.50000,0,9.620000,,0,-24.50,,0.300000,0,,2737.50000000,-2737.50000000,10037.50000000,,,1.110,,,-0.300000,,,,,b,,,,580.50,4.50000,,,,,,,0,224.6208333,,,,,,,,1,,2.600000,,,0.01,-4.50000,,24.50,,0.02,,,,CFBDSIR J145829+101343 b,,,10.2286111,
0.24,,,0.00,,,,Mass,,,,,-0.01,,,,0,0,0,7.80000,0,1.500000,,0,-40.00,,6.000000,0,,470000.00000000,-470000.00000000,8040000.00000000,,,1.860,,,-6.000000,,,,,b,,,0.050,2320.00,0.70000,0,,,,,,0,246.9342770,,0.01,,,,,,1,,200.000000,,,0.00,-0.80000,,40.00,,0.01,,,,CFHTWIR-Oph 98 b,,-0.050,-23.9811500,
,,,,,,,Mass,,,,,,,,,0,,0,12.56900,0,11.800000,,0,-128.00,,,0,,,,,,,1.100,,,,,,,,b,,,,3099.00,8.37900,,,,,,,0,166.6193985,,,,,,,,0,,210.000000,,,,-5.23700,,128.00,,0.35,,,,CHXR 73 b,,,-77.6258725,
1.88,,,-0.02,,,,Msini,,,,,-0.42,,,,,0,,,0,,,,-131.00,,0.080000,0,,1.70000000,-1.80000000,25.20000000,0,,,,0.580000,-0.080000,,,,,c,,-0.060000,,3807.00,,0,,,,0.050000,,0,68.4667685,,0.09,,,,,,1,,0.170000,,,0.02,,,131.00,,0.90,,,,CI Tau c,,,22.8416192,
0.39,,,-0.02,,,,Mass,,,,,-0.01,,,,0,0,0,6.30000,0,5.710000,,0,-69.00,,5205.000000,0,,470000000.00000000,-100000000.00000000,402000000.00000000,,,1.110,,,-2060.000000,,,,,b,,,0.030,3406.00,1.50000,0,,,,,,0,117.3009140,,0.01,,,,,,2,,7506.000000,,,0.02,-1.90000,,69.00,,0.37,,,,COCONUTS-2 b,,-0.030,-76.7026960,
1.68,,,,,,,Mass,,,,,-0.16,,,,0,,0,17.00000,0,1.980000,,0,-10.00,,,0,,,,,,,2.200,,,,,,,,b,,,0.810,4403.00,6.00000,0,,,,,,,166.0375038,,0.10,,,,,,0,,440.000000,,,,-6.00000,,6.00,,,,,,CT Cha b,,-0.600,-76.4553693,
1.11,,,-0.15,,,-0.500,Mass,,,,,-0.05,,0,,0,0,0,1.03000,0,0.380000,-0.050000,0,-150.00,,0.000220,0,,0.00000640,-0.00000640,1.50895570,0,,1.490,,0.000000,-0.000230,,85.100,,,b,,,0.080,5950.00,0.12000,0,,0.500,,,,0,102.0798591,,0.05,,,,,,0,,0.027520,,,0.15,-0.12000,,150.00,,0.95,,,,CoRoT-1 b,,-0.080,-3.1021394,0.050000
0.79,,,-0.05,,,-0.200,Mass,,,,,-0.05,,0,,0,0,0,2.75000,0,3.700000,-0.830000,0,-75.00,,0.002100,0,,0.00020000,-0.00020000,13.24060000,0,,0.970,,0.530000,-0.002100,,88.550,,,b,,-0.040000,0.070,5075.00,0.16000,0,,0.200,,0.040000,,0,291.0636813,,0.05,,,,,,0,,0.105500,,,0.05,-0.16000,,75.00,,0.89,,,,CoRoT-10 b,,-0.070,0.7460143,0.830000
1.37,,,-0.05,,,-0.150,Mass,,,,,-0.03,,0,,0,0,0,2.33000,0,0.990000,-0.150000,0,-120.00,,0.005000,0,,0.00001100,-0.00001100,2.99433000,0,,1.430,,0.000000,-0.005000,,83.170,,,b,,,0.030,6440.00,0.34000,0,,0.150,,,,0,280.6872998,,0.03,,,,,,0,,0.043600,,,0.05,-0.34000,,120.00,,1.27,,,,CoRoT-11 b,,-0.030,5.9376586,0.150000
1.12,,,-0.07,,,-0.770,Mass,,,,,-0.09,,0,,0,0,0,0.91700,0,0.411000,-0.094000,0,-80.00,,0.000930,0,,0.00001300,-0.00001300,2.82804200,0,,1.440,,0.070000,-0.000920,,85.480,,,b,,-0.042000,0.130,5675.00,0.07000,0,,0.720,,0.063000,,0,100.7656871,,0.10,,,,,,0,,0.040160,,,0.08,-0.06500,,80.00,,1.08,,,,CoRoT-12 b,,-0.130,-1.2964437,0.129000
1.01,,,-0.02,,,-0.360,Mass,,,,,-0.03,,0,,0,0,0,1.30800,0,2.340000,-0.230000,0,-90.00,,0.003100,0,,0.00003000,-0.00003000,4.03519000,0,,0.885,,0.000000,-0.003100,,88.020,,,b,,,0.014,5945.00,0.06600,0,,0.340,,,,0,102.7211432,,0.03,,,,,,0,,0.051000,,,0.02,-0.06600,,90.00,,1.09,,,,CoRoT-13 b,,-0.014,-5.0864557,0.230000
1.21,,,-0.09,,,-0.800,Mass,,,,,-0.08,,0,,0,0,0,7.60000,0,7.300000,-1.500000,0,-100.00,,0.002000,0,,0.00013000,-0.00013000,1.51214000,0,,1.090,,0.000000,-0.002000,,79.600,,,b,,,0.070,6035.00,0.60000,0,,0.800,,,,0,103.4242023,,0.08,,,,,,0,,0.027000,,,0.09,-0.60000,,100.00,,1.13,,,,CoRoT-14 b,,-0.070,-5.5360385,1.500000
1.19,,,-0.08,,,-1.200,Mass,,,,,-0.13,,0,,0,0,0,0.53500,0,0.440000,-0.140000,0,-100.00,,0.001500,0,,0.00020000,-0.00020000,5.35227000,0,,1.170,,0.330000,-0.001500,,85.010,,,b,,-0.100000,0.160,5650.00,0.08500,0,,0.940,,0.090000,,0,278.5246658,,0.14,,,,,,0,,0.061800,,,0.08,-0.08300,,100.00,,1.10,,,,CoRoT-16 b,,-0.140,-6.0026026,0.210000
1.59,,,-0.10,,,-1.540,Mass,,,,,-0.07,,0,,0,0,0,2.43000,0,2.820000,-0.380000,0,-80.00,,0.000800,0,,0.00030000,-0.00030000,3.76810000,0,,1.020,,0.000000,-0.000800,,88.340,,,b,,,0.070,5740.00,0.30000,0,,1.540,,,,0,278.6992360,,0.07,,,,,,0,,0.046100,,,0.10,-0.30000,,80.00,,1.04,,,,CoRoT-17 b,,-0.070,-6.6122880,0.380000
1.00,,,-0.15,,,-0.900,Mass,,,,,-0.13,,0,,0,0,0,3.47000,0,2.200000,-0.800000,0,-100.00,,0.001600,0,,0.00000280,-0.00000280,1.90006930,1,,1.310,,0.080000,-0.001600,,86.500,,,b,,,0.180,5440.00,0.38000,0,,1.400,,,,0,98.1724172,,0.13,,,,,,0,,0.029500,,,0.15,-0.38000,,100.00,,0.95,,,,CoRoT-18 b,,-0.180,-0.0316045,0.800000
1.65,,,-0.05,,,-0.700,Mass,,,,,-0.04,,0,,0,0,0,1.11000,0,0.710000,-0.060000,0,-70.00,,0.000800,0,,0.00002000,-0.00002000,3.89713000,0,,1.290,,0.047000,-0.000800,,88.000,,,b,,-0.045000,0.030,6090.00,0.06000,0,,0.700,,0.045000,,0,97.0335983,,0.04,,,,,,0,,0.051800,,,0.05,-0.06000,,70.00,,1.21,,,,CoRoT-19 b,,-0.030,-0.1707293,0.060000
0.91,,,-0.08,,,-0.160,Mass,,,,,-0.03,,0,,0,0,0,3.47000,0,1.470000,-0.074000,0,-120.00,,0.000760,0,,0.00000100,-0.00000100,1.74299350,0,,1.466,,0.014300,-0.000800,,88.080,,,b,,-0.007600,0.042,5625.00,0.22000,0,,0.180,,0.007700,,0,291.7770457,,0.03,,,,,,6,,0.027980,,,0.08,-0.22000,,120.00,,0.96,,,,CoRoT-2 b,,-0.044,1.3836634,0.080000
1.02,,,-0.08,,,-0.530,Mass,,,,,-0.05,,0,,0,0,0,4.30000,0,8.870000,-1.100000,0,-90.00,,0.002000,0,,0.00030000,-0.00030000,9.24285000,0,,0.840,,0.590000,-0.002000,,88.210,,,b,,-0.020000,0.040,5880.00,0.20000,0,,0.530,,0.020000,,0,97.7204249,,0.05,,,,,,1,,0.090000,,,0.08,-0.20000,,90.00,,1.14,,,,CoRoT-20 b,,-0.040,0.2268931,1.100000
1.37,,,-0.08,,,,Msini,,,,,-0.04,,,,0,0,0,17.00000,0,16.400000,,0,-52.50,,0.070000,0,,19.00000000,-17.00000000,1675.00000000,0,,1.090,,0.600000,-0.070000,,,,,c,,-0.030000,,4947.50,1.00000,0,,,,0.030000,,0,97.7204249,,0.03,,,,,,0,,2.900000,,,0.08,-1.00000,,65.51,,1.14,,,,CoRoT-20 c,,,0.2268931,
1.95,,,-0.09,,,-2.100,Mass,,,,,-0.21,,0,,0,0,0,2.26000,0,1.360000,-0.480000,0,-100.00,,0.001100,0,,0.00014000,-0.00014000,2.72474000,0,,1.300,,0.000000,-0.001100,,86.800,,,b,,,0.140,6200.00,0.31000,0,,2.100,,,,0,101.0526207,,0.21,,,,,,0,,0.041700,,,0.09,-0.31000,,100.00,,1.29,,,,CoRoT-21 b,,-0.140,-0.2991544,0.480000
1.14,,,-0.05,,,-0.900,Mass,,,,,-0.09,,0,,0,0,0,0.03800,0,0.249000,-0.097000,0,-120.00,,0.001400,0,,0.00011000,-0.00011000,9.75598000,0,,0.435,,0.077000,-0.001400,,89.749,,,b,,-0.042000,0.015,5939.00,0.04400,0,,0.032,,0.300000,,0,280.6671392,,0.04,,,,,,0,,0.092000,,,0.05,-0.02800,,54.00,,1.10,,,,CoRoT-22 b,,-0.035,6.2191669,1.000000
1.61,,,-0.08,,,-1.500,Mass,,,,,-0.18,,0,,0,0,0,2.80000,0,3.000000,-1.100000,0,-100.00,,0.004000,0,,0.00010000,-0.00010000,3.63130000,0,,1.050,,0.160000,-0.004000,,85.700,,,b,,-0.020000,0.130,5900.00,0.30000,0,,2.600,,0.020000,,0,279.7826586,,0.18,,,,,,0,,0.048000,,,0.08,-0.30000,,100.00,,1.14,,,,CoRoT-23 b,,-0.130,4.3577516,1.100000
0.86,,,-0.09,,,-2.000,Mass,,,,,-0.09,,0,,1,0,1,0.01800,0,0.900000,,0,-150.00,,0.002000,0,,0.00060000,-0.00060000,5.11340000,0,,0.330,,0.000000,-0.002000,,86.500,,,b,,,0.040,4950.00,,0,,2.000,,,,0,101.9225430,,0.09,,,,,,0,,0.056000,,,0.09,,,150.00,,0.91,,,,CoRoT-24 b,,-0.040,-3.7192892,
0.86,,,-0.09,,,-1.600,Mass,,,,,-0.09,,0,,0,0,0,0.08800,0,1.300000,-0.400000,0,-150.00,,0.003000,0,,0.00630000,-0.00630000,11.75900000,0,,0.440,,0.000000,-0.003000,,89.000,,,c,,,0.040,4950.00,0.03500,0,,1.000,,,,0,101.9225430,,0.09,,,,,,0,,0.098000,,,0.09,-0.03500,,150.00,,0.91,,,,CoRoT-24 c,,-0.040,-3.7192892,0.500000
1.19,,,-0.05,,,-0.300,Mass,,,,,-0.03,,0,,0,0,0,0.27000,0,0.150000,-0.060000,0,-90.00,,0.002000,0,,0.00006000,-0.00006000,4.86069000,0,,1.080,,0.000000,-0.000900,,84.500,,,b,,,0.300,6040.00,0.04000,0,,0.800,,,,0,280.6296561,,0.14,,,,,,0,,0.057800,,,0.11,-0.04000,,90.00,,1.09,,,,CoRoT-25 b,,-0.100,6.5138223,0.150000
1.79,,,-0.06,,,-1.000,Mass,,,,,-0.09,,0,,0,0,0,0.52000,0,0.280000,-0.070000,0,-100.00,,0.001000,0,,0.00005000,-0.00005000,4.20474000,0,,1.260,,0.000000,-0.001000,,86.800,,,b,,,0.130,5590.00,0.05000,0,,2.200,,,,0,279.7504991,,0.18,,,,,,0,,0.052600,,,0.06,-0.05000,,100.00,,1.09,,,,CoRoT-26 b,,-0.070,6.9697828,0.090000
1.08,,,-0.11,,,-0.870,Mass,,,,,-0.06,,0,,0,0,0,10.39000,0,12.600000,-1.670000,0,-120.00,,0.006600,0,,0.00006000,-0.00006000,3.57532000,1,,1.007,,0.065000,-0.006600,,86.700,,,b,,,0.044,5900.00,0.55000,0,,1.200,,,,0,278.4958319,,0.18,,,,,,0,,0.047600,,,0.11,-0.55000,,120.00,,1.05,,,,CoRoT-27 b,,-0.044,5.5383811,1.920000
1.78,,,-0.14,,,-0.800,Mass,,,,,-0.11,,0,,0,0,0,0.48400,0,0.690000,-0.270000,0,-100.00,,0.005000,0,,0.00038000,-0.00038000,5.20851000,0,,0.955,,0.047000,-0.005000,,88.100,,,b,,-0.038000,0.066,5150.00,0.08700,0,,0.800,,0.055000,,0,278.6883216,,0.11,,,,,,0,,0.060300,,,0.14,-0.08700,,100.00,,1.01,,,,CoRoT-28 b,,-0.066,5.5736911,0.270000
0.90,,,-0.14,,,-2.700,Mass,,,,,-0.12,,0,,0,0,0,0.85000,0,1.450000,-0.740000,0,-100.00,,0.005900,0,,0.00000600,-0.00000600,2.85057000,0,,0.900,,0.082000,-0.005900,,87.300,,,b,,-0.081000,0.160,5260.00,0.20000,0,,2.700,,0.081000,,0,278.9020691,,0.12,,,,,,0,,0.038600,,,0.14,-0.20000,,100.00,,0.97,,,,CoRoT-29 b,,-0.160,6.4795703,0.740000
1.56,,,-0.09,,,-0.800,Mass,,,,,-0.09,,0,,0,0,0,21.66000,0,26.400000,-5.600000,0,-140.00,,0.000850,0,,0.00000500,-0.00000500,4.25680000,0,,1.010,,0.000000,-0.000850,,85.900,,,b,,,0.070,6740.00,1.00000,0,,0.800,,,,0,292.0552827,,0.09,,,,,,0,,0.057830,,,0.09,-1.00000,,140.00,,1.37,,,,CoRoT-3 b,,-0.070,0.1218359,5.600000
0.91,,,-0.05,,,-0.560,Mass,,,,,-0.03,,0,,0,0,0,2.90000,0,3.450000,-0.650000,0,-100.00,,0.001200,0,,0.00024000,-0.00024000,9.06005000,0,,1.009,,0.007000,-0.001200,,90.000,,,b,,-0.031000,0.076,5650.00,0.22000,0,,0.560,,0.031000,,0,277.6011767,,0.09,,,,,,0,,0.084400,,,0.03,-0.22000,,100.00,,0.98,,,,CoRoT-30 b,,-0.076,6.8359338,0.650000
2.15,,,-0.21,,,-2.300,Mass,,,,,-0.66,,0,,0,0,0,0.84000,0,0.330000,-0.180000,0,-120.00,,0.003400,0,,0.00075000,-0.00075000,4.62941000,0,,1.460,,0.020000,-0.003400,,83.200,,,b,,-0.160000,0.300,5700.00,0.34000,0,,2.300,,0.160000,,0,94.8207350,,0.56,,,,,,0,,0.058600,,,0.22,-0.34000,,120.00,,1.25,,,,CoRoT-31 b,,-0.300,-4.4222978,0.180000
1.65,,,-0.06,,,-0.100,Mass,,,,,-0.11,,0,,0,0,0,1.10000,0,0.290000,-0.110000,0,-130.00,,0.000920,0,,0.00008000,-0.00008000,3.22748000,0,,1.680,,0.000000,-0.000920,,84.100,,,b,,,0.110,6390.00,0.37000,0,,0.100,,,,0,289.3143526,,0.10,,,,,,0,,0.042900,,,0.07,-0.37000,,130.00,,1.01,,,,CoRoT-35 b,,-0.110,-2.7747085,0.110000
1.52,,,-0.09,,,-0.260,Mass,,,,,-0.10,,0,,1,0,0,0.68000,0,0.250000,-0.170000,0,-140.00,,0.007000,0,,0.00002300,-0.00002300,5.61653100,0,,1.410,,0.000000,-0.007000,,85.830,,,b,,,0.140,6730.00,0.47000,0,,0.260,,,,0,277.7510149,,0.20,,,,,,0,,0.066000,,,0.09,-0.43000,,140.00,,1.32,,,,CoRoT-36 b,,-0.140,7.1833465,0.170000
1.17,,,-0.02,,,-0.085,Mass,,,,,-0.03,,0,,0,0,0,0.72000,0,0.525000,-0.150000,0,-60.00,,0.001000,0,,0.00037000,-0.00037000,9.20205000,0,,1.190,,0.000000,-0.001000,,90.000,,,b,,-0.100000,0.060,6190.00,0.08000,0,,0.000,,0.100000,,0,102.1946233,,0.01,,,,,,0,,0.090000,,,0.03,-0.08000,,60.00,,1.16,,,,CoRoT-4 b,,-0.050,-0.6727861,0.150000
1.19,,,-0.02,,,-1.380,Mass,,,,,-0.04,,0,,0,0,0,0.46700,0,0.217000,-0.025000,0,-65.00,,0.000260,0,,0.00000190,-0.00000190,4.03789620,0,,1.388,,0.090000,-0.000290,,85.830,,,b,,-0.040000,0.046,6100.00,0.04700,0,,0.990,,0.090000,,0,101.2772396,,0.04,,,,,,0,,0.049470,,,0.02,-0.02400,,65.00,,1.00,,,,CoRoT-5 b,,-0.047,0.8152163,0.031000
1.03,,,-0.05,,,-0.300,Mass,,,,,-0.03,,0,,0,0,0,2.96000,0,2.320000,-0.310000,0,-70.00,,0.001500,0,,0.00000400,-0.00000400,8.88659300,1,,1.166,,0.100000,-0.001500,,89.070,,,b,,,0.035,6090.00,0.34000,0,,0.300,,,,0,281.0725563,,0.03,,,,,,0,,0.085500,,,0.05,-0.34000,,70.00,,1.05,,,,CoRoT-6 b,,-0.035,6.6632062,0.310000
0.83,,,-0.17,,,-0.300,Mass,,,,,-0.04,,0,,0,0,0,0.01283,0,9.355000,-0.235000,0,-75.00,,0.000170,0,,0.00000001,-0.00000001,0.85359163,0,,0.150,,0.000000,-0.000036,,80.100,,,b,,,0.010,5275.00,0.00321,0,,0.300,,,,0,100.9561682,,0.04,,,,,,3,,0.017016,,,0.17,-0.00321,,75.00,,0.82,,,,CoRoT-7 b,,-0.010,-1.0630076,0.235000
